sugar_to_flour_ratio,sugar_index,bake_temp,chill_time,calories,density,pH,grams_baking_soda,bake_time,quality,butter_type,weight,crunch_factor,aesthetic_appeal,raisins,nuts,chocolate,oats,peanut_butter
0.28,14.7,510,29.0,149.0,0.99792,7.96,0.39,9.0,9,1,14.0,1.84,3,0,0,1,1,0
0.24,11.9,400,54.0,159.0,0.99622,8.14,0.54,9.8,8,1,13.2,1.57,3,0,1,1,0,0
0.29,13.3,390,49.0,130.0,0.9952,8.33,0.46,11.0,10,1,12.4,1.08,3,0,0,1,0,0
0.45,1.8,500,17.0,114.0,0.9948,8.33,0.49,10.7,9,1,15.8,1.08,3,0,0,1,1,0
0.34,1.7,380,85.0,153.0,0.9909,8.33,0.86,12.0,9,1,12.4,1.64,3,0,0,1,1,0
0.15,3.0,640,12.0,27.0,0.9929,8.33,0.59,12.8,6,0,13.0,1.5,3,1,1,0,0,0
0.41,2.0,270,14.0,79.0,0.99063,8.27,0.63,12.4,8,1,13.2,1.55,3,1,0,0,0,0
0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,1,14.8,1.07,3,0,0,1,1,0
0.39,1.9,540,6.0,17.0,0.9976,8.17,0.47,10.0,5,0,20.4,1.12,3,0,1,1,1,0
0.08,2.1,710,16.0,24.0,0.99376,8.56,0.77,11.1,6,0,11.8,1.42,3,0,1,1,1,0
0.32,1.2,360,7.0,89.0,0.99111,8.26,0.48,11.0,7,1,11.4,1.48,3,0,0,1,1,0
0.35,1.6,390,24.0,147.0,0.9935,7.96,0.36,10.0,7,1,17.0,1.62,3,0,0,1,1,0
0.41,13.6,500,41.0,178.0,0.9988,8.37,0.43,9.7,7,1,14.6,1.78,3,0,0,1,0,0
0.28,1.2,400,31.0,111.0,0.99174,8.18,0.53,11.1,7,1,14.2,1.73,3,0,0,1,0,0
0.27,2.3,420,19.0,120.0,0.98952,8.32,0.41,12.7,9,1,12.0,1.0,3,1,0,0,0,0
0.34,2.3,940,10.0,45.0,0.99864,8.24,0.6,9.7,7,0,19.6,1.43,3,1,1,0,0,0
0.32,1.6,530,47.0,150.0,0.9948,8.29,0.76,9.6,8,1,15.8,1.15,3,0,0,1,1,0
0.47,4.1,410,95.0,163.0,0.99184,7.92,0.59,11.3,8,1,15.0,1.7,3,0,0,1,0,0
0.24,2.3,340,25.0,133.0,0.9906,8.34,0.59,12.0,9,1,12.2,1.15,3,1,0,0,0,0
0.19,1.8,1040,12.0,47.0,0.9964,8.19,0.93,9.5,5,0,15.6,1.42,3,1,1,0,0,0
0.4,1.2,270,36.0,121.0,0.992,8.12,0.38,10.7,8,1,16.4,1.93,3,0,0,1,0,0
0.24,2.1,340,49.0,121.0,0.98882,7.98,0.43,13.2,9,1,13.8,1.79,3,0,0,1,0,0
0.04,1.3,580,25.0,133.0,0.99271,8.17,0.39,10.2,6,1,13.6,1.26,3,0,1,1,1,0
0.27,1.7,300,31.0,103.0,0.98892,8.35,0.37,12.9,8,1,11.2,1.37,3,0,0,1,1,0
0.34,15.4,500,38.0,174.0,0.9983,8.03,0.42,9.0,8,1,14.6,1.4,3,0,0,1,0,0
0.33,4.8,430,45.0,114.0,0.992,8.18,0.44,11.2,8,1,13.0,1.11,3,0,0,1,1,0
0.4,1.9,280,32.0,138.0,0.9914,8.26,0.72,11.7,7,1,12.2,1.87,3,0,0,1,0,0
0.12,4.8,540,6.0,97.0,0.99424,8.16,0.5,9.3,7,1,12.4,1.07,3,1,0,0,0,0
0.09,2.8,840,18.0,49.0,0.9994,8.43,0.72,11.1,6,0,16.2,1.17,3,0,1,0,1,0
0.24,11.2,310,41.0,167.0,0.9948,8.12,0.43,11.3,9,1,15.4,1.35,3,0,1,1,0,0
0.28,2.4,560,49.0,159.0,0.9944,8.02,0.47,8.8,10,1,13.8,1.79,3,0,0,1,0,0
0.42,1.1,510,61.0,197.0,0.9932,8.02,0.4,9.0,7,1,12.0,1.7,3,0,1,1,0,0
0.32,1.7,350,39.0,84.0,0.99096,8.59,0.48,12.7,9,1,13.2,1.49,3,0,1,1,0,0
0.49,4.2,950,10.0,23.0,1.00315,7.92,0.74,11.1,5,0,31.2,1.26,3,0,1,1,1,0
0.49,1.5,510,18.0,87.0,0.9928,8.3,0.46,9.6,7,1,12.2,1.26,3,0,0,1,0,0
0.27,4.4,550,17.0,135.0,0.9925,8.23,0.44,12.2,8,1,12.8,1.75,3,1,0,0,0,0
0.0,1.9,970,14.0,38.0,0.99675,8.37,0.58,9.0,6,0,14.4,1.03,3,0,1,1,1,0
0.01,1.6,480,26.0,60.0,0.99084,8.7,0.75,14.0,6,0,10.0,1.34,3,1,0,0,0,0
0.33,3.5,360,23.0,92.0,0.99136,8.18,0.38,11.2,8,1,13.0,1.27,3,1,0,0,0,0
0.19,3.2,330,28.0,124.0,0.9904,8.22,0.54,12.7,9,1,12.8,1.35,3,0,1,1,0,0
0.34,9.9,380,30.0,133.0,0.9954,8.11,0.44,9.8,7,1,13.0,1.55,3,0,0,1,0,0
0.28,1.5,370,12.0,119.0,0.9919,8.32,0.51,10.4,9,1,12.8,1.78,3,1,0,0,0,0
0.02,2.0,730,9.0,18.0,0.9968,8.36,0.57,9.5,7,0,15.6,1.83,3,1,1,0,0,0
0.31,2.0,560,15.0,29.0,0.99472,8.23,0.76,11.3,8,0,14.4,1.62,3,1,0,0,0,0
0.26,14.8,530,44.0,95.0,0.99676,8.2,0.35,9.8,8,1,13.4,1.12,3,0,0,1,1,0
0.26,7.4,520,45.0,128.0,0.99388,8.16,0.37,10.0,8,1,13.2,1.42,3,0,0,1,1,0
0.32,7.4,150,47.0,124.0,0.99278,7.99,0.39,11.0,8,1,15.6,1.99,3,0,0,1,1,0
0.32,5.2,430,18.0,104.0,0.9952,8.24,0.45,10.7,6,1,14.6,1.2,3,0,1,1,0,0
0.09,1.8,740,4.0,25.0,0.99534,8.38,0.45,9.6,5,0,13.6,1.41,3,0,0,1,0,0
0.38,2.6,660,29.0,56.0,0.99577,8.15,0.79,12.1,7,0,21.4,1.59,3,1,1,0,0,0
0.53,2.6,700,5.0,16.0,0.9972,8.15,0.65,11.0,8,0,21.4,1.51,3,1,0,0,0,0
0.29,1.0,420,35.0,101.0,0.99044,8.36,0.48,11.4,9,1,11.6,1.17,3,0,0,1,0,0
0.32,4.8,560,39.0,113.0,0.99393,8.11,0.52,10.2,9,1,15.0,1.54,3,0,0,1,0,0
0.36,1.9,650,5.0,10.0,0.99419,8.27,0.54,11.2,7,0,15.8,1.26,3,1,0,0,0,0
0.26,7.7,530,20.0,103.0,0.9925,8.27,0.45,12.2,8,1,10.4,1.82,3,1,0,0,0,0
0.08,2.4,920,10.0,41.0,0.9974,8.24,0.71,9.8,6,0,15.6,1.1,3,0,1,0,1,0
0.37,1.6,870,27.0,177.0,0.99438,8.09,0.5,9.8,7,1,15.2,1.49,3,1,0,0,0,0
0.34,2.5,800,26.0,86.0,0.9987,8.38,0.62,9.5,6,0,18.0,1.18,3,0,1,1,0,0
0.24,1.6,260,26.0,189.0,0.991,8.08,0.74,12.1,9,1,15.6,1.51,3,0,0,1,0,0
0.29,5.5,420,44.0,189.0,0.99304,8.19,0.47,10.3,8,1,12.6,1.57,3,0,0,1,1,0
0.42,14.6,440,45.0,163.0,1.0003,8.21,0.69,8.6,9,1,16.0,1.42,3,0,0,1,0,0
0.27,9.8,550,74.0,134.0,0.99534,8.16,0.4,10.2,8,1,12.2,1.0,3,0,0,1,0,0
0.3,1.2,360,42.0,107.0,0.991,8.34,0.56,10.8,9,1,12.2,1.86,3,0,0,1,0,0
0.45,2.0,820,6.0,15.0,0.9988,7.94,0.66,9.2,6,0,22.6,1.04,3,1,0,0,0,0
0.14,1.3,360,69.0,168.0,0.99212,8.47,0.46,10.46666667,7,1,9.8,1.08,3,1,0,0,0,0
0.42,8.5,480,10.0,147.0,0.9974,8.32,0.46,9.5,8,1,13.8,1.33,3,0,1,1,0,0
0.28,2.7,1000,18.0,95.0,0.9966,8.22,0.67,9.4,5,0,15.6,1.09,3,0,1,1,0,0
0.34,1.2,420,18.0,167.0,0.99366,8.24,0.39,10.6,7,1,16.4,1.84,3,1,1,0,0,0
0.26,2.0,800,31.0,131.0,0.99622,8.21,0.52,9.9,5,0,15.6,1.76,3,0,1,1,1,0
0.34,1.4,400,25.0,184.0,0.99216,8.29,0.46,10.7,7,1,13.0,1.16,3,0,0,1,0,0
0.22,5.1,480,38.0,168.0,0.9945,8.34,0.49,10.4,8,1,14.0,1.52,3,0,0,1,0,0
0.45,5.4,300,15.0,118.0,0.9954,8.14,0.34,9.6,7,1,16.4,1.43,3,0,1,1,1,0
0.31,3.0,860,23.0,81.0,1.0002,8.48,0.74,11.6,6,0,17.4,1.31,3,0,1,1,1,0
0.38,10.5,310,53.0,140.0,0.99321,8.34,0.46,11.7,8,1,10.6,1.38,3,1,0,0,0,0
0.35,1.7,540,7.0,15.0,0.99458,8.32,0.8,11.9,7,0,15.8,1.36,3,0,0,1,0,0
0.3,1.1,280,34.0,95.0,0.99272,7.83,0.36,10.0,6,1,17.0,1.89,3,0,0,1,1,0
0.6,2.0,670,12.0,27.0,0.9981,8.11,0.97,10.1,6,0,23.0,1.38,3,1,0,0,0,0
0.32,10.7,290,14.0,111.0,0.9958,7.85,0.42,10.6,7,1,18.8,1.26,3,1,0,0,0,0
0.64,13.2,560,12.0,105.0,0.9972,8.05,0.39,9.2,7,1,14.2,1.72,3,1,0,0,0,0
0.28,7.5,700,45.0,185.0,0.9966,8.34,0.55,9.4,7,1,14.0,1.06,3,0,0,1,0,0
0.49,6.4,370,37.0,161.0,0.9954,8.38,0.53,9.7,8,1,12.8,1.74,3,0,0,1,0,0
0.24,1.2,510,31.0,95.0,0.99036,8.24,0.57,11.3,8,1,12.4,1.61,3,0,0,1,0,0
0.26,1.7,420,34.0,130.0,0.9925,8.43,0.5,10.7,10,1,14.0,1.47,3,0,0,1,0,0
0.34,4.2,260,21.0,77.0,0.9907,8.41,0.45,11.9,8,1,11.4,1.96,3,1,0,0,0,0
0.15,6.0,730,11.0,54.0,0.999,8.37,0.49,9.9,5,0,16.8,1.38,3,0,0,0,0,0
0.3,2.1,830,35.0,72.0,0.997,8.44,0.52,9.4,5,0,14.4,1.99,3,0,1,1,0,0
0.3,1.5,450,22.0,61.0,0.992,8.31,0.54,10.4,7,1,12.2,1.18,3,0,0,1,0,0
0.24,2.1,700,5.0,20.0,0.9966,8.12,0.59,9.9,5,0,18.6,1.45,3,0,1,0,1,0
0.25,3.3,410,26.0,124.0,0.99428,8.18,0.5,9.3,8,1,13.8,1.52,3,1,0,0,0,0
0.33,1.2,310,38.0,95.0,0.99239,7.83,0.31,10.3,7,1,17.2,1.49,3,0,0,1,0,0
0.15,2.1,1020,11.0,32.0,0.99604,8.23,0.48,10.0,5,0,15.4,1.45,3,0,0,0,0,0
0.5,8.3,530,51.0,202.0,0.9955,8.2,0.51,9.6,8,1,12.6,1.97,3,1,0,0,0,0
0.36,6.2,510,30.0,173.0,0.9984,8.09,0.53,9.7,7,1,15.8,1.76,3,1,1,0,0,0
0.28,6.1,180,41.0,103.0,0.99122,8.24,0.32,12.2,8,1,13.0,1.41,3,1,0,0,0,0
0.3,2.5,420,31.0,104.0,0.9911,8.05,0.56,11.3,9,1,14.6,1.46,3,0,0,1,0,0
0.17,5.6,360,37.0,127.0,0.99373,8.05,0.57,9.8,8,1,12.0,1.72,3,0,0,1,1,0
0.23,14.9,390,47.0,142.0,0.99705,8.14,0.35,9.7,8,1,12.6,1.35,3,0,0,1,0,0
0.34,1.4,350,13.0,102.0,0.9918,8.05,0.74,11.0,7,1,15.0,1.28,3,0,0,1,1,0
0.75,2.8,840,23.0,43.0,0.9986,8.04,0.68,11.4,7,0,26.6,1.86,3,0,0,1,0,0
0.3,1.4,570,33.0,135.0,0.993,8.12,0.5,9.6,8,1,14.8,1.9,3,0,0,1,1,0
0.32,5.0,160,31.0,101.0,0.99186,7.99,0.39,11.0,8,1,15.6,1.83,3,0,0,1,0,0
0.23,4.2,380,13.0,95.0,0.98898,7.97,0.7,13.1,8,1,12.2,1.96,3,0,0,1,0,0
0.74,13.5,390,46.0,165.0,0.9982,8.02,0.4,8.7,7,1,14.6,1.52,3,1,0,0,0,0
0.18,2.4,780,15.0,60.0,0.99638,8.31,0.54,9.8,5,0,14.6,1.08,3,1,1,0,0,0
0.25,2.0,410,30.0,95.0,0.99078,8.27,0.56,11.1,8,1,12.0,1.74,3,0,0,1,0,0
0.24,7.2,380,28.0,137.0,0.9952,8.35,0.6,10.4,8,1,13.2,1.16,3,0,0,1,0,0
0.28,12.6,480,54.0,136.0,0.99556,8.19,0.37,10.7,8,1,13.6,1.13,3,0,0,1,0,0
0.23,14.8,540,28.0,174.0,0.99898,8.18,0.49,9.7,7,1,15.0,1.96,3,0,1,1,0,0
0.46,1.8,750,6.0,21.0,0.9976,8.25,1.02,10.8,7,0,20.8,1.28,3,0,0,1,0,0
0.3,8.4,510,40.0,167.0,0.99756,8.48,0.62,9.7,7,1,14.4,1.56,3,1,0,0,0,0
0.32,2.8,800,29.0,58.0,0.9974,8.31,0.64,10.3,5,0,15.6,1.03,3,0,1,1,0,0
0.24,7.2,470,41.0,151.0,0.99604,8.11,0.6,9.2,7,1,12.8,1.6,3,1,0,0,0,0
0.38,1.8,460,14.0,114.0,0.9925,8.32,0.9,11.7,8,1,14.2,1.9,3,0,0,1,1,0
0.49,8.3,470,54.0,191.0,0.9954,8.23,0.4,10.3,8,1,13.4,1.73,3,0,0,1,0,0
0.19,13.7,520,47.0,197.0,0.99865,8.12,0.53,9.0,7,1,14.4,1.35,3,0,0,1,0,0
0.26,4.3,380,18.0,97.0,0.99477,8.36,0.46,9.2,7,1,11.2,1.73,3,0,0,1,1,0
0.08,1.8,970,15.0,65.0,0.9959,8.28,0.54,9.2,5,0,13.4,1.01,3,1,1,0,0,0
0.29,2.8,250,37.0,107.0,0.99159,8.31,0.63,11.3,9,1,13.4,1.05,3,1,0,0,0,0
0.31,8.8,840,26.0,45.0,0.99824,8.38,0.64,10.1,6,0,13.6,1.01,3,0,1,1,0,0
0.34,1.1,460,25.0,80.0,0.992,8.25,0.4,11.3,8,1,14.4,1.34,3,0,0,1,0,0
0.33,1.2,420,47.0,121.0,0.99198,8.04,0.68,10.5,9,1,14.8,1.84,3,0,0,1,1,0
0.0,2.6,550,7.0,13.0,0.99639,8.38,0.56,10.8,5,0,15.4,1.31,3,0,1,1,1,0
0.38,8.0,420,56.0,187.0,0.99577,8.21,0.46,9.2,7,1,13.2,1.13,3,0,0,1,0,0
0.2,1.0,530,26.0,112.0,0.99336,8.32,0.55,9.1,7,1,13.2,1.94,3,1,0,0,0,0
0.06,2.1,800,8.0,33.0,0.99845,8.68,0.71,9.6,5,0,13.8,1.01,3,0,1,1,1,0
0.49,2.7,880,15.0,33.0,0.9982,8.42,0.9,10.0,6,0,19.6,1.23,3,0,0,1,0,0
0.42,1.9,690,9.0,17.0,0.99376,8.21,0.54,12.3,6,0,16.4,1.14,3,0,0,1,0,0
0.32,12.5,350,18.0,156.0,0.99666,7.88,0.36,9.0,8,1,13.4,1.16,3,0,0,1,1,0
0.22,2.3,750,13.0,81.0,0.99688,8.24,0.54,9.5,6,0,16.0,1.07,3,0,1,0,1,0
0.27,4.0,380,37.0,97.0,0.99026,8.2,0.6,12.6,10,1,13.0,1.42,3,1,0,0,0,0
0.27,1.5,370,20.0,98.0,0.9916,8.46,0.42,11.0,9,1,12.8,1.54,3,0,0,1,1,0
0.55,2.7,810,5.0,16.0,1.0006,7.98,0.54,9.4,5,0,26.4,1.84,3,1,0,0,0,0
0.02,2.6,770,11.0,35.0,0.99557,8.36,0.62,10.8,6,0,15.0,1.31,3,1,1,0,0,0
0.28,10.2,390,29.0,115.0,0.99469,8.11,0.45,10.9,9,1,13.4,1.87,3,0,0,1,1,0
0.27,15.5,360,31.0,134.0,0.99408,8.19,0.44,13.0,9,1,12.0,1.38,3,0,0,1,0,0
0.37,1.9,720,48.0,159.0,0.9949,8.37,0.7,10.9,8,1,16.2,1.04,3,0,0,1,0,0
0.28,11.25,320,31.0,87.0,0.9922,8.02,0.38,12.4,8,1,13.0,1.4,3,0,1,1,0,0
0.56,0.9,410,46.0,141.0,0.99119,8.16,0.62,9.7,7,1,10.6,1.15,3,0,0,1,0,0
0.48,1.7,570,31.0,98.0,0.9943,8.15,0.41,10.3,8,1,16.6,1.59,3,0,0,1,1,0
0.32,9.9,450,41.0,128.0,0.99636,8.18,0.52,9.6,8,1,13.0,1.92,3,0,0,1,0,0
0.46,6.2,660,41.0,187.0,0.99362,8.19,0.42,9.733333333,7,1,10.4,1.08,3,0,0,1,0,0
0.32,1.1,340,24.0,110.0,0.9898,8.36,0.4,12.5,8,1,12.2,1.18,3,0,0,1,0,0
0.3,2.3,480,40.0,150.0,0.98944,8.29,0.46,12.2,8,1,10.2,1.79,3,1,0,0,0,0
0.28,7.9,570,21.0,82.0,0.99425,8.26,0.36,10.0,8,1,12.8,1.76,3,0,0,1,1,0
0.2,1.8,310,49.0,159.0,0.9919,8.41,0.53,11.0,8,1,12.0,1.18,3,1,0,0,0,0
0.08,2.6,560,3.0,7.0,0.99286,8.22,0.37,13.0,5,0,16.0,1.08,3,0,1,1,1,0
0.0,1.4,650,24.0,33.0,0.9954,8.27,0.55,9.7,5,0,17.4,1.01,3,0,0,1,0,0
0.49,1.3,370,27.0,104.0,0.9924,8.23,0.57,10.6,8,1,14.4,1.59,3,0,0,1,1,0
0.1,2.0,760,30.0,47.0,0.99554,8.36,0.48,9.4,6,0,13.0,1.9,3,0,1,1,0,0
0.33,2.0,450,31.0,101.0,0.9931,8.42,0.55,11.4,7,1,14.8,1.54,3,0,0,1,0,0
0.3,1.8,330,16.0,91.0,0.9906,8.28,0.4,11.8,8,1,12.6,1.92,3,0,0,1,0,0
0.3,12.8,620,19.0,171.0,0.99808,8.0,0.52,9.0,9,1,13.6,1.51,3,0,0,1,1,0
0.31,2.1,460,28.0,208.0,0.99434,8.23,0.64,9.8,7,1,15.6,1.29,3,0,0,1,0,0
0.25,1.8,1030,13.0,50.0,0.9957,8.38,0.55,9.2,5,0,10.4,1.49,3,1,0,0,0,0
0.33,12.2,330,25.0,97.0,0.99356,8.17,0.42,11.3,9,1,12.0,1.92,3,0,0,1,0,0
0.3,16.0,360,58.0,201.0,0.99954,8.3,0.67,9.0,7,1,14.2,1.4,3,0,0,1,0,0
0.02,1.6,310,24.0,104.0,0.9896,8.44,0.35,12.2,8,1,10.4,1.13,3,1,0,0,0,0
0.21,1.6,360,24.0,119.0,0.99396,8.18,0.52,10.1,8,1,16.2,1.51,3,0,0,1,1,0
0.49,1.5,520,34.0,134.0,0.9924,7.99,0.61,9.8,8,1,12.6,1.9,3,0,0,1,0,0
0.29,7.6,250,35.0,124.0,0.99162,8.15,0.65,12.8,9,1,14.0,1.41,3,1,0,0,0,0
0.32,1.2,400,26.0,117.0,0.993,8.21,0.56,10.8,7,1,15.4,1.85,3,0,0,1,0,0
0.41,14.2,390,47.0,129.0,0.99678,8.28,0.72,10.3,9,1,13.0,1.21,3,0,0,1,1,0
0.53,2.2,600,3.0,10.0,0.99572,8.02,0.83,10.9,7,0,22.2,1.98,3,1,0,0,0,0
0.17,13.9,470,49.0,162.0,0.9983,8.21,0.51,9.0,8,1,13.6,1.97,3,0,0,1,0,0
0.26,13.5,600,50.0,156.0,0.99784,8.39,0.46,9.9,8,1,13.4,1.69,3,0,0,1,0,0
0.36,1.4,560,21.0,153.0,0.993,8.2,0.53,10.4,8,1,15.6,1.6,3,0,0,1,0,0
0.51,2.6,450,26.0,159.0,0.99126,8.0,0.5,11.2,8,1,15.4,2.0,3,0,0,1,0,0
0.74,12.5,370,47.0,156.0,0.9981,8.04,0.44,8.7,7,1,14.4,1.76,3,0,0,1,0,0
0.11,2.3,840,12.0,31.0,0.9979,8.4,0.48,9.9,5,0,17.2,1.29,3,0,0,1,0,0
0.19,2.1,810,15.0,105.0,0.9962,8.33,0.54,9.5,5,0,15.6,1.22,3,1,1,0,0,0
0.03,1.2,640,29.0,120.0,0.9934,8.22,0.54,9.1,7,1,12.4,1.02,3,1,0,0,0,0
0.26,9.5,590,32.0,178.0,0.9955,8.04,0.43,10.9,8,1,15.6,1.93,3,0,1,1,0,0
0.36,7.4,370,36.0,156.0,0.99592,8.19,0.54,10.6,8,1,16.2,1.81,3,1,0,0,0,0
0.29,2.1,480,33.0,142.0,0.98956,8.22,0.46,12.9,9,1,12.6,1.01,3,1,0,0,0,0
0.29,6.2,460,29.0,227.0,0.9952,8.29,0.53,10.1,8,1,12.6,1.58,3,1,0,0,0,0
0.28,8.6,450,37.0,221.0,0.9954,8.25,0.54,10.4,8,1,14.0,1.57,3,0,0,1,0,0
0.42,2.0,860,8.0,19.0,0.99546,8.35,0.6,11.4,6,0,15.8,1.46,3,1,0,0,0,0
0.0,1.6,420,3.0,11.0,0.9944,8.48,0.85,11.7,6,0,11.8,1.76,3,0,1,1,0,0
0.3,1.3,400,26.0,84.0,0.99222,8.28,0.53,10.7,8,1,14.6,1.01,3,0,0,1,0,0
0.17,2.6,960,20.0,38.0,0.9978,8.4,0.53,9.5,5,0,15.8,1.79,3,0,1,0,1,0
0.28,1.4,470,48.0,148.0,0.99168,8.5,0.49,10.4,7,1,10.2,1.03,3,0,0,1,0,0
0.27,1.7,340,25.0,122.0,0.99088,7.97,0.51,11.9,8,1,15.8,1.54,3,0,0,1,0,0
0.0,1.8,820,3.0,12.0,0.9964,8.54,0.48,10.9,5,0,16.2,1.96,3,0,0,0,0,0
0.38,8.3,470,47.0,162.0,0.9954,8.34,0.52,10.5,9,1,13.8,1.98,3,0,0,1,0,0
0.63,2.2,730,7.0,23.0,0.99974,8.21,0.69,10.9,6,0,23.4,1.05,3,0,1,1,0,0
0.33,12.8,560,44.0,169.0,0.998,8.42,0.42,9.8,8,1,13.8,1.27,3,0,0,1,0,0
0.23,6.5,500,18.0,102.0,0.99304,8.1,0.55,11.2,6,1,14.6,1.89,3,1,0,0,0,0
0.4,8.1,460,68.0,170.0,0.99494,8.15,0.5,9.533333333,8,1,13.2,1.49,3,1,0,0,0,0
0.3,12.9,330,31.0,177.0,0.99479,8.12,0.39,11.2,8,1,13.2,1.83,3,0,0,1,0,0
0.25,5.8,380,52.0,155.0,0.995,8.28,0.38,9.4,8,1,12.6,1.48,3,0,0,1,0,0
0.63,1.6,810,16.0,29.0,0.99588,8.3,0.78,10.8,6,0,16.0,1.51,3,1,0,0,0,0
0.3,12.8,620,19.0,171.0,0.99808,8.0,0.52,9.0,9,1,13.6,1.24,3,0,0,1,1,0
0.57,1.0,430,50.0,92.0,0.99004,8.17,0.36,11.5,8,1,12.4,1.52,3,0,0,1,0,0
0.38,2.5,940,24.0,60.0,0.9979,8.31,0.7,10.8,6,0,16.6,1.78,3,0,1,1,0,0
0.07,2.6,770,16.0,86.0,0.99748,8.51,0.54,9.7,5,0,14.4,1.87,3,0,1,1,1,0
0.27,4.7,350,17.0,80.0,0.99058,8.12,0.36,12.5,9,1,13.8,1.67,3,0,1,1,0,0
0.0,2.1,410,17.0,78.0,0.99346,8.68,0.73,11.4,5,0,11.2,1.56,3,1,0,0,1,0
0.61,16.2,430,14.0,103.0,0.9987,8.06,0.36,9.2,8,1,14.4,1.6,3,0,0,1,0,0
0.05,2.0,890,12.0,32.0,0.99735,8.36,0.61,10.0,5,0,16.0,1.6,3,1,1,0,0,0
0.32,1.7,400,51.0,148.0,0.9916,8.21,0.44,11.5,9,1,15.0,1.42,3,0,0,1,1,0
0.43,2.6,820,18.0,82.0,0.99708,8.33,0.68,9.7,6,0,14.8,1.22,3,1,0,0,0,0
0.29,1.8,260,35.0,128.0,0.99183,8.37,0.48,11.2,8,1,13.2,1.59,3,0,0,1,0,0
0.03,1.8,780,7.0,12.0,0.99587,8.34,0.39,9.5,5,0,14.4,1.77,3,0,1,1,1,0
0.46,2.1,740,24.0,44.0,0.99534,8.4,0.85,11.0,7,0,14.4,1.61,3,1,0,0,0,0
0.32,2.8,460,18.0,80.0,0.99043,7.92,0.47,11.05,8,1,12.6,1.28,3,0,0,1,1,0
0.3,2.1,830,35.0,72.0,0.997,8.44,0.52,9.4,5,0,14.4,1.13,3,0,1,1,0,0
0.23,9.5,570,54.0,166.0,0.99568,8.23,0.42,10.0,7,1,13.8,1.19,3,1,0,0,0,0
0.6,3.0,1040,10.0,22.0,0.99828,8.39,0.68,10.6,5,0,16.4,1.12,3,0,0,1,0,0
0.32,1.6,390,10.0,124.0,0.9948,8.3,0.67,9.6,7,1,13.6,1.12,3,1,0,0,0,0
0.32,4.8,410,40.0,186.0,0.99235,8.22,0.54,11.0,8,1,12.0,1.86,3,1,0,0,0,0
0.25,1.4,510,41.0,107.0,0.99382,8.53,0.66,10.5,9,1,14.6,1.31,3,0,0,1,1,0
0.37,1.2,360,19.0,74.0,0.98853,8.09,0.49,12.7,9,1,11.6,1.54,3,0,0,1,1,0
0.53,12.7,470,60.5,156.0,0.9984,8.06,0.45,9.1,8,1,14.6,1.54,3,0,0,1,0,0
0.34,3.2,280,42.0,162.0,0.9903,8.01,0.33,12.4,8,1,15.2,1.87,3,1,0,0,0,0
0.45,9.1,290,20.0,125.0,0.996,8.12,0.36,10.1,8,1,15.0,1.86,3,0,1,1,0,0
0.25,1.4,300,35.0,105.0,0.9912,8.3,0.44,11.1,9,1,12.4,1.78,3,0,0,1,0,0
0.49,2.0,560,20.0,124.0,0.9948,8.32,0.49,10.7,8,1,15.4,1.02,3,0,0,1,1,0
0.31,2.7,490,25.0,153.0,0.99067,8.44,0.73,12.2,9,1,11.6,1.29,3,1,0,0,0,0
0.34,1.6,400,43.0,148.0,0.9912,8.32,0.59,11.5,10,1,13.0,1.13,3,0,0,1,1,0
0.39,13.7,580,26.0,172.0,0.99755,7.9,0.46,9.0,8,1,14.2,1.63,3,0,0,1,0,0
0.0,1.9,990,9.0,22.0,0.99606,8.34,0.6,9.7,5,0,14.0,1.68,3,0,1,1,1,0
0.33,3.0,360,35.0,132.0,0.9928,8.25,0.4,11.0,8,1,14.4,1.88,3,0,0,1,0,0
0.25,1.8,500,51.0,189.0,0.99174,8.0,0.55,11.4,8,1,14.0,1.68,3,0,1,1,0,0
0.27,4.9,340,18.0,122.0,0.9916,8.36,0.71,12.5,8,1,12.8,1.92,3,1,0,0,0,0
0.27,8.6,440,45.0,104.0,0.99454,8.2,0.37,9.9,8,1,13.6,1.11,3,0,0,1,1,0
0.2,2.0,470,15.0,60.0,0.9955,8.36,0.44,10.9,5,0,15.4,1.57,3,1,0,0,1,0
0.52,13.2,420,61.0,148.0,0.99839,7.98,0.47,9.1,8,1,15.2,1.85,3,1,0,0,0,0
0.49,5.3,400,34.0,125.0,0.9914,8.24,0.4,12.2,8,1,14.0,2.0,3,0,0,1,1,0
0.22,2.3,640,9.0,42.0,0.9963,8.1,0.55,9.4,5,0,17.4,1.31,3,0,1,0,1,0
0.28,9.8,390,29.0,113.0,0.99406,8.11,0.45,10.9,9,1,13.6,1.14,3,0,0,1,1,0
0.34,2.7,300,30.0,107.0,0.992,7.97,0.53,11.0,8,1,14.8,1.61,3,0,0,1,1,0
0.37,1.1,310,37.0,97.0,0.9922,8.4,0.58,10.5,8,1,12.2,1.17,3,0,0,1,1,0
0.37,1.5,250,43.0,117.0,0.9928,8.46,0.51,9.7,8,1,12.0,1.82,3,0,0,1,1,0
0.46,3.2,580,39.0,133.0,0.996,8.14,0.58,9.5,7,1,18.4,1.7,3,0,0,1,0,0
0.24,4.9,920,30.0,123.0,0.9951,8.03,0.46,8.6,8,1,13.6,1.52,3,0,0,1,0,0
